Text,Model,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-Lsum,BLEU
2,facebook/bart-large-cnn,0.388235294117647,0.25,0.27058823529411763,0.24705882352941178,0.024286124371683915
2,philschmid/bart-large-cnn-samsum,0.39999999999999997,0.2619047619047619,0.3529411764705882,0.36470588235294116,0.024635654836794522
2,Falconsai/text_summarization,0.45810055865921784,0.327683615819209,0.3687150837988826,0.40223463687150834,0.0721669961214752
2,sshleifer/distilbart-cnn-12-6,0.4972972972972973,0.34972677595628415,0.47567567567567565,0.47567567567567565,0.08530247115620768
2,knkarthick/MEETING_SUMMARY,0.39534883720930236,0.25882352941176473,0.3488372093023256,0.37209302325581395,0.03550759975024525
