Text,Model,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-Lsum,BLEU
1,facebook/bart-large-cnn,0.16666666666666669,0.057591623036649206,0.11458333333333333,0.11979166666666667,7.339044923366604e-82
1,philschmid/bart-large-cnn-samsum,0.20460358056265987,0.14395886889460155,0.16879795396419436,0.18414322250639387,0.0007625907179933095
1,Falconsai/text_summarization,0.19270833333333331,0.13612565445026178,0.17708333333333334,0.1822916666666667,0.0003531993430556206
1,sshleifer/distilbart-cnn-12-6,0.21938775510204078,0.18461538461538463,0.1836734693877551,0.21938775510204078,0.0010182904879418393
1,knkarthick/MEETING_SUMMARY,0.13720316622691292,0.06896551724137931,0.07915567282321899,0.07915567282321899,2.8305685727977527e-82
