Text,Model,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-Lsum,BLEU
3,facebook/bart-large-cnn,0.37450199203187245,0.3293172690763052,0.3585657370517928,0.3585657370517928,0.025638696065492572
3,philschmid/bart-large-cnn-samsum,0.3968871595330739,0.3215686274509804,0.35019455252918286,0.3657587548638132,0.034020971203726214
3,Falconsai/text_summarization,0.36144578313253006,0.3481781376518218,0.36144578313253006,0.36144578313253006,0.030831857351126125
3,sshleifer/distilbart-cnn-12-6,0.40310077519379844,0.35937500000000006,0.3953488372093023,0.3953488372093023,0.051008894038063295
3,knkarthick/MEETING_SUMMARY,0.31075697211155373,0.1606425702811245,0.20717131474103584,0.22310756972111556,0.009896211255892889
